PERSON_ID,JERSEY_NUMBER,TEAM_ABBREVIATION
200749,33,ATL
78570,35,NYK
1576,32,CHA
1627786,19,MEM
1005,42,SAC
78573,25,DET
78574,11  15,BOS
1630533,1,BKN
1629057,35,POR
1628475,12,MIA
1628430,0,UTA
722,34,SAC
78575,23,BKN
1629627,1,NOP
788,45,ATL
78577,34,HOU
2000,9,CHI
78586,12,ATL
78585,7,CHI
1628391,00,ORL
78579,33,PHI
78580,10,DET
1630592,22,BKN
203966,13,LAC
78581,15,BKN
78582,41,POR
78578,2,GSW
78583,42,ATL
78584,15,SAS
78587,17,GSW
1027,30,SAC
1627787,30,HOU
78568,3,MIL
78569,null,GSW
281,42,CHI
78592,3,OKC
766,25,OKC
78596,43,NYK
78597,5,MIL
1626159,26,POR
1984,31,MIL
1630216,5,WAS
1868,50,MIN
78600,32,MIL
78601,11,PHI
78602,42,DEN
1630164,13,IND
203481,24,UTA
1456,14,ATL
78605,20,WAS
78606,15,HOU
341,23,DEN
2106,45,OKC
203489,6,MIL
1631209,21,CHA
78610,4,OKC
78612,null,SHE
1626174,35,LAL
116,7,GSW
78609,33,UTA
78611," ",BKN
1630218,28,OKC
2254,33,MIN
2417,6,POR
1010,10,LAC
78614,2,SAC
78615,0,CHI
1629624,45,HOU
906,3,IND
78616,12,GSW
78590,10,DET
1629685,20,ATL
78591,15,GSW
101120,21,BKN
101152,6,MIN
78620,35,NYK
201148,34,DAL
202874,15,GSW
203203,8,DAL
1626153,0,IND
2748,11,MIA
78621,42,ORL
78622,14,OKC
201153,14,NOP
78623,15,WAS
953,55,MEM
1007,44,UTA
1630589,5,DAL
412,4,PHI
1630593,23,DAL
1629625,3,UTA
203100,5,PHI
78627,12,BOS
1627824,28,NYK
2397,11,HOU
2428,3,DEN
78628,12,DET
78629,35,PHI
78630,55,LAL
201146,9,BKN
78632,43,SAS
1628221,32,IND
78633,20,OKC
203923,13,BOS
1626202,3,IND
1748,45,DET
78634,42,LAC
201156,6,WAS
78617,23,WAS
1897,37,LAL
78618,31,CHI
1629027,3,WAS
1630209,77,UTA
78638,10,CHS
78639,15,GSW
203469,40,NOP
78640,18,SAC
78641,11,WAS
78642,null,PIT
202545,40,PHX
203092,40,BOS
78643,44,IND
1917,15,DAL
678,25,CHA
2583,null,BKN
1627757,33,LAL
1627835,16,CHI
1627790,41,CLE
78647,34,DET
78648,6,MIL
1627826,40,LAC
78650,null,WAS
1641783,23,ORL
1628427,31,DEN
203967,20,SAC
76001,30,POR
76002,54,HOU
76009,42,ORL
203919,3,MEM
1629061,32,CLE
1628386,31,CLE
76042,10,SAS
98,5,ORL
1630828,29,MIL
200756,57,NOP
76063,21,SAC
201970,4,MEM
201152,30,PHX
1937,55,GSW
76105,12,BOS
1642964,23,OKC
1642926,7,DEN
1628966,13,MIN
76123,8,PHX
76124,45,WAS
1627733,35,PHX
1642866,19,MIN
1497,1,DET
76168,7,NYK
1449,33,BOS
76192,18,CHI
76211,32,DET
1920,47,CLE
1642886,14,PHX
76261,33,WAS
76262,15,LAC
1641780,22,PHI
203900,26,BKN
1642868,11,SAS
1934,2,BKN
203493,25,HOU
101198,1,DET
2560,11,GSW
1642928,32,SAC
76342,12,BOS
201956,18,SAC
1630658,14,ORL
76384,43,ATL
2735,1,ATL
1630619,30,DAL
1642383,13,UTA
1628499,3,DAL
1642363,5,SAC
1642270,23,POR
76416,44,ATL
1642846,19,UTA
76084,21,POR
201144,10,MIN
1631451,18,POR
76450,12,ORL
76456,null,DN
1642907,23,MEM
76469,42,DET
203584,30,PHX
76506,10,ATL
707,7,PHI
76520,43,DAL
1626155,8,TOR
76555,3,GSW
1642885,51,NYK
76563,13,DET
1630621,4,NOP
1642265,4,MIN
76594,32,BOS
1542,14,OKC
76616,null,HOU
1090,30,MIN
1642856,8,BKN
1642845,77,PHI
346,32,ATL
76667,15,IND
1642855,24,CHI
201607,22,NOP
201963,88,CLE
1642847,0,NOP
203467,30,CLE
76711,18,LAL
714,40,DAL
1642843,32,DAL
1642853,20,PHX
2228,4,PHX
1762,24,LAC
1626187,21,HOU
202178,1,BKN
76771,12,SAS
1642066,15,MIA
1629232,12,NOP
1642385,8,BKN
209,30,CHA
76835,null,BAL
76855,10,CLE
76860,11,OKC
201980,14,PHI
76885,22,OKC
1631100,14,ATL
76911,4,MIA
76915,25,OKC
903,43,ORL
241,35,CHA
1642844,2,SAS
1733,7,IND
202699,12,DET
76971,10,ATL
203687,38,DET
1630703,00,POR
1642935,24,TOR
77019,32,GSW
77027,18,GSW
203200,9,DEN
1629659,22,CHI
2067,55,MIA
1630624,11,NYK
77096,32,POR
947,3,PHI
77104,2,SAC
1734,6,GSW
1642857,25,MIA
1642355,9,LAL
1642883,4,CHA
24,2,GSW
911,40,MIL
77146,3,WAS
1642848,12,WAS
203130,13,LAL
1642938,1,DEN
1642864,28,BOS
76834,4,LAC
77196,24,BOS
1642357,25,SAS
203126,24,BOS
1630548,9,MIN
1630686,18,OKC
1641750,11,CHA
1642939,14,DAL
77245,34,GSW
351,33,CHI
77290,25,IND
1642851,7,CHA
77299,15,GSW
1627851,91,NYK
2591,52,WAS
1642404,20,DET
77341,31,CHI
968,30,DEN
77366,5,BOS
202732,34,CLE
77389,25,WAS
77406,5,DET
1631126,2,POR
77413,34,WAS
77430,8,ATL
1629133,3,DAL
77438,44,PHX
1642863,10,PHX
77459,7,UTA
1642918,55,TOR
2030,3,DEN
1642942,null,MEM
1643024,30,LAL
201601,12,MIL
1641755,9,NYK
77532,30,PHI
243,2,PHI
1642880,7,IND
203158,5,CLE
77598,null,NYK
201988,88,LAC
77615,34,SAS
202734,55,ORL
202700,28,HOU
297,33,MIA
1642867,12,TOR
1629058,13,BKN
77677,5,GSW
87,55,DEN
77700,19,BOS
1642948,9,DAL
1642947,30,ATL
1642854,14,ATL
200786,34,MIL
77723,15,NYK
203512,92,TOR
77753,null,WAS
77754,31,BKN
1642950,47,CHI
1563,7,PHI
2566,25,POR
77789,4,CLE
77791,17,PHI
202951,1,MEM
77814,17,ATL
203901,4,NOP
1642877,14,NOP
1642869,93,ORL
386,2,PHX
1629617,0,POR
1643007,4,IND
77862,61,SAC
1630197,17,CHA
77878,33,GSW
1642962,4,BKN
77573,22,DET
203097,13,BOS
1642852,22,NOP
1630193,5,TOR
1628504,22,MEM
1642875,42,SAC
77937,31,GSW
77935,12,PHI
77947,null,INO
1642954,3,GSW
1642859,11,ORL
77959,9-17,DET
1642860,27,WAS
122,24,MIL
764,50,SAS
1630526,25,DAL
78012,4,CHS
990,9,SAS
78040,17,GSW
78042,21,OKC
1642282,45,PHI
200798,35,LAC
1642920,4,LAC
2091,15,MIL
1642879,77,BKN
78087,40,OKC
1641813,19,MIL
78115,8,GSW
78133,8,OKC
78653,null,WAT
78138,20,NYK
1642917,44,BOS
201235,44,IND
203156,14,PHI
1642914,10,MEM
1520,7,SAS
203893,2,MEM
1642850,12,OKC
1642878,24,CLE
77891,null,BOM
2405,5,PHX
400,30,ORL
1887,10,MIN
1434,12,CHI
1643141,19,LAC
78309,12,SAC
1642876,1,LAL
1063,30,CLE
78329,35,POR
1630225,14,WAS
1642910,17,UTA
1642260,44,OKC
1642849,88,BKN
1642893,22,GSW
2401,15,DEN
1726,6,MIL
2757,19,SAC
78400,22,BKN
2760,18,CLE
2063,77,PHX
1112,6,DET
1630811,2,ATL
78469,17,CLE
1642364,5,WAS
1628778,1,OKC
101110,9,POR
201591,8,CHA
1839,52,DAL
78525,null,BOM
1642873,77,BOS
203710,12,LAC
78548,20,LAC
78555,44,IND
78567,15,GSW
78589,20,HOU
1630199,2,DET
1641815,24,SAC
78631,11,POR
78635,2,CHI
1642959,3,OKC
78644,41,SAS
1642911,44,MIN
1642365,22,ATL
1630166,8,POR
138,30,MIL
76076,15,LAC
1895,30,MIN
202711,44,NYK
1630527,11,NOP
1629714,5,UTA
76295,12,NYK
76574,5,HOU
957,52,GSW
101153,15,OKC
1642884,50,MIA
201946,50,IND
971,42,SAC
1627863,25,PHI
77148,null,IND
77183,31,MIL
1628994,8,DAL
1627788,30,PHI
950,8,NYK
77475,35,POR
77545,4,LAC
1642862,33,CHA
77630,43,GSW
77880,12,WAS
1627817,55,POR
1630611,15,GSW
2074,55,SAC
201578,5,GSW
1642874,2,BKN
1642905,16,POR
1642949,14,LAC
2216,50,MEM
1629678,25,ORL
2742,13,MIN
201977,15,SAC
1628414,15,LAC
901,52,HOU
2582,29,POR
78481,40,NYK
1631246,5,MEM
78603,44,CLE
